City,State,Population,Percent employed,Occupation (MBSA),Occupation (S),Occupation (SO),Occupation (RCM),Occupation (PT),Median household income,Homeownership rate,Median home price,Median rent,KMeans,Hierarchical
"Millsap, Texas",Texas,520,59.7,38.8,14.7,24.6,8.9,12.9,69167,92.2,205000,1031,2,0
"Mineola, Texas",Texas,4956,57.9,30.9,23.6,18.2,22.4,5.0,42231,49.3,205600,868,8,4
"Mineral Wells, Texas",Texas,15130,58.7,21.5,23.1,20.1,15.0,20.3,54210,54.6,146100,1004,8,4
"Mingus, Texas",Texas,312,54.4,16.9,31.5,12.3,20.0,19.2,42083,74.1,80000,1188,3,4
"Mission, Texas",Texas,86234,57.9,35.4,16.6,23.4,11.6,13.0,60813,71.5,160800,931,5,0
"Mission Bend, Texas",Texas,37280,66.0,31.1,23.7,24.6,8.1,12.4,72492,80.8,221800,1613,2,0
"Missouri City, Texas",Texas,75234,64.5,45.4,14.7,21.5,5.6,12.8,96746,81.4,281600,1908,0,0
"Monahans, Texas",Texas,7536,66.5,26.5,28.0,17.4,9.7,18.5,70820,73.1,159000,919,3,4
"Mont Belvieu, Texas",Texas,8416,70.5,48.4,7.7,16.1,9.8,18.0,127902,75.5,365200,1642,0,0
"Monte Alto, Texas",Texas,2260,58.0,13.6,40.7,13.0,16.1,16.6,40920,93.1,96400,1013,3,4
"Montgomery, Texas",Texas,2272,62.0,42.3,19.9,17.4,14.0,6.4,78333,57.5,366600,1342,7,4
"Moran, Texas",Texas,192,62.8,20.5,24.1,30.4,8.9,16.1,51944,80.4,42000,567,4,4
"Morgan, Texas",Texas,446,49.9,4.1,14.5,18.6,22.1,40.7,53816,66.2,83600,799,9,5
"Morgan's Point Resort, Texas",Texas,4709,67.9,36.8,12.5,22.2,9.5,18.9,78913,94.7,199800,1566,2,0
"Morse, Texas",Texas,317,67.5,38.0,0.0,47.3,8.5,6.2,64100,83.7,77700,570,4,9
"Morton, Texas",Texas,1510,57.4,28.4,12.4,18.5,24.3,16.4,40517,61.6,45500,703,1,4
"Moulton, Texas",Texas,879,62.6,27.9,17.3,15.2,12.9,26.6,58152,69.9,166700,1089,9,4
"Mount Calm, Texas",Texas,411,63.2,32.9,15.6,30.6,9.8,11.0,47639,71.5,108600,1163,4,0
"Mount Enterprise, Texas",Texas,351,51.8,39.5,14.0,28.0,6.4,12.1,68281,70.5,176700,1000,4,0
"Mount Pleasant, Texas",Texas,16061,65.4,20.2,20.8,15.7,9.4,34.0,53039,55.3,160500,798,9,4
"Mount Vernon, Texas",Texas,2523,65.9,31.4,19.7,17.0,14.7,17.2,67097,57.6,176900,954,8,4
"Muenster, Texas",Texas,1462,76.6,35.0,10.1,21.1,14.9,18.8,93224,70.4,248400,1384,2,0
"Muleshoe, Texas",Texas,5328,45.4,29.6,9.9,22.4,8.4,29.7,71534,75.7,100100,745,9,9
"Mullin, Texas",Texas,174,71.9,15.5,39.8,25.2,2.9,16.5,45250,81.1,73500,720,3,4
"Munday, Texas",Texas,1478,69.9,30.6,17.3,28.7,11.5,11.9,58311,87.8,56000,663,4,0
"Murchison, Texas",Texas,516,54.8,32.0,21.8,16.0,10.7,19.4,56750,65.4,134400,992,8,4
"Murillo, Texas",Texas,8511,64.3,23.3,24.3,27.4,8.3,16.8,68140,80.0,155600,720,4,4
"Murphy, Texas",Texas,21001,68.1,65.1,9.3,16.1,5.4,4.0,165109,90.2,508500,2640,6,3
"Mustang Ridge, Texas",Texas,1610,66.8,36.9,18.2,16.5,16.9,11.5,91765,90.3,238600,1278,2,4
"Nacogdoches, Texas",Texas,32104,62.7,32.3,21.7,24.0,7.8,14.2,38855,37.0,173200,921,8,4
"Naples, Texas",Texas,1337,49.3,35.9,11.9,9.7,12.6,29.9,42500,61.5,98800,812,9,4
"Nash, Texas",Texas,3952,66.3,19.8,42.7,21.8,7.9,7.9,36705,58.5,144200,929,3,4
"Nassau Bay, Texas",Texas,5211,64.8,52.1,9.1,22.8,5.6,10.5,78057,50.5,339400,1323,7,1
"Natalia, Texas",Texas,1126,56.4,12.3,29.0,23.3,16.9,18.5,36477,79.9,105000,698,3,4
"Navasota, Texas",Texas,8170,64.1,31.7,20.4,16.0,13.2,18.8,48646,58.0,167100,878,8,4
"Nederland, Texas",Texas,18475,63.8,36.0,14.6,18.6,18.1,12.7,75502,73.2,196600,1421,2,0
"Needville, Texas",Texas,3076,53.4,41.0,12.1,17.5,14.9,14.6,70485,56.0,216900,1335,5,2
"Nevada, Texas",Texas,1292,60.4,47.4,11.0,26.2,9.8,5.5,133750,96.0,397700,1696,0,0
"Newark, Texas",Texas,1221,62.4,31.7,19.9,13.0,9.8,25.6,57000,76.2,105900,1144,9,0
"New Berlin, Texas",Texas,724,54.3,42.4,7.9,22.1,15.9,11.8,106146,85.2,350000,1356,2,0
"New Boston, Texas",Texas,4593,62.4,32.9,16.6,18.9,21.4,10.3,57344,62.6,99000,746,8,2
"New Braunfels, Texas",Texas,98700,68.7,44.0,16.7,20.7,7.5,11.1,88257,65.2,315100,1536,7,0
"Newcastle, Texas",Texas,614,58.0,27.7,7.2,28.1,25.7,11.2,63750,74.1,40500,521,4,0
"New Chapel Hill, Texas",Texas,772,51.5,33.2,3.9,31.3,14.8,16.8,60455,69.0,175000,975,4,0
"New Fairview, Texas",Texas,1521,70.6,24.7,22.5,16.4,19.4,17.1,89531,84.5,240600,1733,2,0
"New Hope, Texas",Texas,705,56.8,38.9,17.3,13.2,22.8,7.9,65625,75.2,405600,1841,2,0
"New London, Texas",Texas,1198,33.8,35.3,10.2,16.4,22.6,15.5,50909,93.3,169400,581,5,4
"New Summerfield, Texas",Texas,726,62.6,31.6,5.6,24.5,27.7,10.6,66818,71.2,81400,940,1,0
"Newton, Texas",Texas,2225,58.1,26.2,27.7,15.1,11.8,19.3,51563,64.5,95800,1005,3,4
"New Waverly, Texas",Texas,1311,47.8,31.2,18.5,12.4,26.4,11.5,47589,65.0,188000,1049,1,2
"Neylandville, Texas",Texas,91,32.5,32.0,4.0,4.0,0.0,60.0,32109,74.5,370000,1150,9,5
"Niederwald, Texas",Texas,1089,67.4,18.0,19.1,36.1,17.4,9.4,49625,55.6,204300,1371,4,9
"Nixon, Texas",Texas,2363,67.2,8.5,9.8,11.2,18.0,52.5,40833,62.2,78100,1011,9,5
"Nocona, Texas",Texas,3073,53.1,22.7,22.4,19.1,16.6,19.1,45536,73.1,114900,717,1,4
"Nocona Hills, Texas",Texas,633,47.1,54.4,11.4,10.5,5.3,18.4,59145,77.4,148900,1057,5,2
"Nolanville, Texas",Texas,6372,73.8,38.9,18.8,26.9,8.0,7.4,85657,70.5,179800,1132,2,0
"Noonday, Texas",Texas,522,60.6,38.9,31.6,19.3,2.5,7.6,61458,72.6,235700,1345,3,4
"Normangee, Texas",Texas,755,60.1,35.1,19.6,28.6,13.7,3.0,47071,71.1,186400,935,4,4
"North Alamo, Texas",Texas,4843,52.7,15.8,25.7,29.2,12.0,17.2,53195,77.8,82300,702,4,4
"Northlake, Texas",Texas,7138,85.0,51.7,16.3,13.9,5.4,12.7,119803,55.5,482700,1671,7,1
"North Richland Hills, Texas",Texas,70338,68.4,42.7,14.3,23.6,8.6,10.8,93434,64.1,324800,1609,7,0
"Oak Point, Texas",Texas,5395,72.8,57.2,10.8,21.4,1.5,9.1,109528,86.2,368000,2215,0,3
"Oak Ridge town (Cooke County), Texas",Texas,330,63.7,6.7,42.3,14.7,9.8,26.4,48417,42.2,9999,1457,3,4
"Oak Ridge town (Kaufman County), Texas",Texas,811,60.9,31.5,4.3,19.4,21.4,23.4,92750,88.0,318400,1054,2,0
"Oak Ridge North, Texas",Texas,3019,66.7,51.1,14.2,18.5,10.5,5.6,117188,96.5,282100,2267,0,3
"Oak Trail Shores, Texas",Texas,2900,56.3,12.1,11.3,25.2,23.9,27.5,33272,89.8,77600,1364,9,9
"Oakwood, Texas",Texas,510,48.9,28.8,10.0,48.8,5.9,6.5,65714,80.9,102000,945,4,9
"Odem, Texas",Texas,2128,58.0,23.5,26.8,16.1,14.9,18.7,61094,62.6,137500,737,3,4
"Odessa, Texas",Texas,114080,69.6,30.3,13.9,22.2,15.0,18.6,73030,59.2,208000,1322,8,4
"O'Donnell, Texas",Texas,524,62.6,21.0,29.9,19.6,23.6,5.9,50875,81.7,57900,690,3,4
"Oglesby, Texas",Texas,412,55.3,30.7,11.7,15.6,27.9,14.0,47188,70.1,98400,904,1,4
"Old River-Winfree, Texas",Texas,2308,62.1,29.4,7.9,12.8,27.9,22.1,105667,87.5,151800,1315,1,0
"Olivarez, Texas",Texas,6566,52.0,21.3,26.2,13.6,18.6,20.4,62985,88.1,68000,961,1,4
"Olmito, Texas",Texas,1013,50.6,32.6,34.3,8.3,15.4,9.4,33813,39.8,93500,1049,3,4
"Olmos Park, Texas",Texas,2228,61.6,77.0,4.9,13.6,1.3,3.2,172434,83.8,887000,1202,6,3
"Olney, Texas",Texas,3011,59.1,27.2,16.9,16.8,13.7,25.4,39231,65.7,92200,436,9,4
"Olton, Texas",Texas,1568,47.9,19.2,23.2,15.4,24.6,17.6,44219,71.1,46800,840,1,4
"Omaha, Texas",Texas,1179,57.9,27.8,18.4,27.1,14.8,11.9,47216,75.3,108900,525,4,4
"Onalaska, Texas",Texas,3133,51.6,18.6,31.3,27.9,15.3,6.8,44216,74.9,121900,1021,4,4
"Opdyke West, Texas",Texas,230,71.7,12.8,24.8,10.5,16.5,35.3,52045,38.6,31900,921,9,5
"Orange, Texas",Texas,19178,59.8,33.0,17.7,19.3,13.4,16.6,60183,57.9,147200,1032,8,4
"Orange Grove, Texas",Texas,833,51.9,22.0,23.8,10.5,13.6,30.0,56875,59.1,119900,666,9,4
"Orchard, Texas",Texas,257,44.6,18.7,7.7,35.2,25.3,13.2,41705,55.9,211400,1250,4,9
"Ore City, Texas",Texas,965,61.5,28.9,10.3,17.1,29.6,14.1,69167,73.1,97400,1153,1,2
"Overton, Texas",Texas,2633,56.1,32.9,21.2,16.9,7.6,21.3,76384,66.1,114100,833,8,4
"Oyster Creek, Texas",Texas,1097,46.5,29.2,9.7,16.2,28.4,16.5,36902,79.6,153300,1040,1,4
"Ozona, Texas",Texas,2485,63.7,33.5,22.7,7.8,22.6,13.4,81957,77.8,136000,585,1,2
"Paducah, Texas",Texas,953,54.3,36.7,15.5,14.4,18.2,15.2,35521,76.0,47800,300,5,2
"Palacios, Texas",Texas,4394,60.9,24.1,10.9,17.9,20.8,26.3,60613,78.4,153000,1042,9,0
"Palestine, Texas",Texas,18888,63.5,25.9,24.8,14.2,16.0,19.1,46228,54.7,153400,1032,8,4
"Palmer, Texas",Texas,2449,75.9,26.8,15.0,30.5,12.7,15.1,87379,73.3,203400,1709,2,0
"Palmhurst, Texas",Texas,2595,59.9,56.3,3.8,20.7,13.1,6.1,82629,81.9,266700,816,5,2
"Palm Valley, Texas",Texas,1650,52.7,54.0,14.9,16.8,2.6,11.6,92000,76.5,264400,1225,5,2
"Palmview, Texas",Texas,15650,51.6,26.7,25.3,19.7,10.6,17.8,46274,76.7,109400,689,3,4
"Paloma Creek, Texas",Texas,3250,81.2,40.1,27.2,8.5,4.4,19.8,88850,81.0,308500,2732,0,1
"Paloma Creek South, Texas",Texas,8797,81.9,50.7,14.5,22.4,4.9,7.4,137585,83.2,342800,2366,0,3
"Pampa, Texas",Texas,16735,64.1,27.9,19.0,22.2,15.3,15.6,53458,71.7,95800,898,8,4
"Panhandle, Texas",Texas,2613,69.5,42.8,13.4,20.8,11.8,11.2,86354,73.5,151800,981,2,0
"Panorama Village, Texas",Texas,2524,51.2,43.7,9.9,18.1,8.4,19.9,76906,91.2,263000,1411,2,0
"Pantego, Texas",Texas,2467,64.6,44.3,7.7,23.2,13.4,11.3,64955,60.2,336200,1413,7,0
"Paradise, Texas",Texas,489,66.0,27.7,20.8,28.5,9.2,13.8,64444,83.7,229200,1375,2,0
"Paris, Texas",Texas,24678,58.9,31.3,22.1,19.5,10.5,16.6,45439,48.1,128300,903,8,4
"Pasadena, Texas",Texas,149345,64.1,24.7,18.4,20.5,18.1,18.3,64270,54.2,193600,1201,8,4
"Patton Village, Texas",Texas,1437,64.4,15.0,12.6,24.2,24.2,24.0,78621,85.2,119300,950,9,0
"Payne Springs, Texas",Texas,648,46.2,34.5,14.1,18.4,14.9,18.0,42841,74.2,170200,1125,5,4
"Pearland, Texas",Texas,125983,68.9,54.7,10.8,17.9,7.9,8.5,112470,76.6,330900,1759,0,3
"Pearsall, Texas",Texas,8841,53.3,22.6,31.7,10.1,22.9,12.7,45293,58.9,107300,1012,3,4
"Pecan Grove, Texas",Texas,24798,69.6,50.2,9.9,22.4,10.2,7.3,137275,92.1,359300,1833,0,3
"Pecan Hill, Texas",Texas,730,60.3,32.3,17.1,25.0,11.1,14.4,101667,93.6,312300,2125,2,0
"Pecan Plantation, Texas",Texas,6539,42.6,50.2,13.3,17.8,7.9,10.8,102403,96.4,386200,2117,0,0
"Pelican Bay, Texas",Texas,2271,61.5,19.1,18.6,24.2,20.9,17.2,57105,62.2,140000,1299,8,4
"Penitas, Texas",Texas,6355,55.3,12.8,23.6,20.1,17.8,25.7,52857,82.5,175100,631,9,4
"Perryton, Texas",Texas,8625,68.6,22.9,16.0,19.0,28.5,13.6,64192,68.9,130800,910,1,4
"Petersburg, Texas",Texas,787,66.8,30.6,15.0,18.3,19.8,16.3,38636,65.8,71400,635,8,2
"Petrolia, Texas",Texas,404,44.0,19.7,27.2,21.1,10.9,21.1,51771,79.3,86800,768,3,4
"Pflugerville, Texas",Texas,65162,76.0,52.6,9.9,20.7,5.7,11.1,112656,71.2,354900,1856,0,1
"Pharr, Texas",Texas,79809,60.6,27.8,20.5,22.4,16.0,13.3,49884,58.7,111500,990,8,4
"Pilot Point, Texas",Texas,4829,57.3,39.4,7.2,24.0,14.4,14.9,79128,81.4,268300,1182,2,0
"Pine Forest, Texas",Texas,376,51.1,26.7,7.3,40.7,16.7,8.7,93750,85.8,119900,1153,4,9
"Pinehurst, Texas",Texas,4008,50.2,24.6,25.5,12.5,15.3,22.2,57438,84.7,242000,1026,9,4
"Pinehurst, Texas",Texas,2213,53.0,16.5,32.8,22.6,14.0,14.1,45859,62.6,142900,931,3,4
"Pine Island, Texas",Texas,1226,48.8,39.6,19.6,11.7,16.4,12.6,63523,87.5,367400,647,5,4
"Pineland, Texas",Texas,994,55.5,20.6,16.8,32.4,17.9,12.3,32109,63.9,84100,517,4,9
"Pittsburg, Texas",Texas,4401,60.0,20.7,21.6,14.2,15.3,28.2,48081,54.9,130600,739,9,4
"Plains, Texas",Texas,1190,60.4,32.4,25.8,17.0,12.7,12.2,74187,72.3,112500,858,3,4
"Plainview, Texas",Texas,19893,63.9,27.4,20.6,17.9,13.7,20.4,45991,50.6,107800,811,8,4
"Plano, Texas",Texas,287339,69.3,58.8,11.5,20.1,4.0,5.6,108649,56.6,440600,1792,7,1
"Plantersville, Texas",Texas,551,54.7,25.8,23.0,12.7,4.2,34.3,100192,80.4,236000,943,9,5
"Pleak, Texas",Texas,2142,66.8,12.0,18.2,45.4,11.6,12.7,69360,59.3,284700,1079,4,9
"Pleasanton, Texas",Texas,10854,56.5,21.2,21.1,24.4,20.4,12.9,65602,63.3,203100,1098,8,4
"Plum Grove, Texas",Texas,2425,57.6,10.9,34.5,4.8,27.5,22.2,70362,95.7,121800,1216,1,4
"Point, Texas",Texas,985,55.2,28.2,13.9,11.2,27.1,19.6,51696,63.4,142800,693,1,4
"Point Comfort, Texas",Texas,498,56.2,39.7,7.9,7.5,12.1,32.7,106806,61.7,116300,1125,9,0
"Point Venture, Texas",Texas,1552,64.0,60.7,10.0,25.4,1.8,2.1,121750,91.2,431500,1944,0,3
"Ponder, Texas",Texas,2524,80.1,49.6,8.4,23.4,10.1,8.5,110714,78.2,287000,2345,0,3
"Port Aransas, Texas",Texas,3141,55.4,49.1,10.3,17.5,15.0,8.0,88311,73.3,490200,2226,0,3
"Port Arthur, Texas",Texas,55779,51.9,22.2,25.6,17.1,16.9,18.1,45752,57.2,96900,996,8,4
"Porter Heights, Texas",Texas,1063,81.3,25.5,37.9,19.4,10.9,6.2,87361,81.9,195600,1102,3,1
"Port Isabel, Texas",Texas,5098,60.4,29.3,30.8,12.7,13.9,13.2,50775,68.6,120900,843,3,4
"Portland, Texas",Texas,20369,63.4,39.8,17.6,17.0,11.9,13.7,81944,63.6,226900,1492,7,0
"Port Lavaca, Texas",Texas,11410,64.6,25.3,20.4,19.4,19.1,15.8,65395,72.4,121000,1024,1,4
"Port Neches, Texas",Texas,13627,63.1,46.1,15.3,21.9,5.2,11.5,84335,72.1,231000,1116,2,0
"Post, Texas",Texas,4552,37.6,17.1,24.5,25.2,17.6,15.6,40606,64.8,53000,802,4,4
"Post Oak Bend, Texas",Texas,616,69.3,28.8,10.0,28.1,9.1,24.1,110000,89.8,365500,979,2,0
"Poteet, Texas",Texas,2876,63.5,13.8,16.3,31.7,14.2,23.9,57434,63.4,108900,797,4,4
"Poth, Texas",Texas,1646,67.5,25.5,20.9,19.4,16.1,18.1,72961,61.1,194700,1120,8,4
"Potosi, Texas",Texas,4524,67.9,40.5,11.4,25.0,15.3,7.9,113340,83.1,298000,1438,2,0
"Pottsboro, Texas",Texas,2624,65.5,32.5,12.9,21.7,10.7,22.2,75909,71.7,246300,1233,2,0
"Poynor, Texas",Texas,377,74.0,49.3,11.2,11.7,26.0,1.8,69167,80.5,186000,1025,2,2
"Prairie View, Texas",Texas,8220,52.9,18.3,36.3,33.6,4.4,7.4,19106,20.7,171900,837,8,4
"Premont, Texas",Texas,2424,63.4,7.8,40.7,20.2,29.5,1.8,45712,60.0,80700,733,3,4
"Preston, Texas",Texas,1617,67.9,17.7,36.0,21.5,4.8,20.0,64803,67.9,184600,1704,3,4
"Primera, Texas",Texas,5282,78.6,32.0,25.1,23.4,6.2,13.4,77500,70.9,147200,1113,2,0
"Princeton, Texas",Texas,20966,75.4,35.7,24.5,24.0,8.7,7.1,96766,80.0,310700,2059,2,0
"Progreso, Texas",Texas,4918,63.3,20.5,38.6,15.1,14.9,10.9,35938,79.8,59300,826,3,4
"Prosper, Texas",Texas,34567,71.3,62.4,8.7,18.7,3.4,6.7,187603,88.2,694600,2152,6,3
"Providence Village, Texas",Texas,8116,69.4,53.0,13.1,18.3,7.8,7.7,105469,74.1,321300,2399,0,3
"Quail Creek, Texas",Texas,1722,65.9,35.4,8.1,15.5,19.9,21.1,83523,92.3,191100,1087,2,0
"Quanah, Texas",Texas,2100,55.1,24.6,20.0,27.6,10.8,17.0,51985,69.1,70800,630,4,4
"Queen City, Texas",Texas,1403,53.3,28.1,22.2,14.3,10.0,25.5,43333,62.4,124000,760,9,4
"Quinlan, Texas",Texas,1514,56.8,31.0,9.4,22.1,17.8,19.8,41450,52.6,183000,1095,8,2
"Quitaque, Texas",Texas,359,47.2,34.7,6.9,29.2,10.4,18.8,52500,78.1,72500,795,4,4
"Quitman, Texas",Texas,2368,46.5,32.3,11.5,23.9,14.8,17.6,61387,62.5,179100,1047,8,2
"Ralls, Texas",Texas,1524,71.3,24.1,29.0,14.9,15.0,16.9,56438,73.6,63300,774,3,4
"Rancho Viejo, Texas",Texas,2834,60.3,54.7,9.2,27.2,5.2,3.8,83512,74.2,244000,1426,0,0
"Ranger, Texas",Texas,2541,60.5,19.8,24.6,20.7,16.0,18.9,34006,55.4,49700,836,8,4
"Rankin, Texas",Texas,1189,56.7,38.5,8.6,14.1,20.3,18.4,72083,78.3,119000,664,5,2
"Ravenna, Texas",Texas,226,75.1,41.2,21.4,17.6,7.6,12.2,86458,94.3,109100,983,2,0
"Raymondville, Texas",Texas,10243,54.8,19.8,34.9,11.6,15.8,18.0,42148,67.2,48200,945,3,4
"Red Lick, Texas",Texas,1534,74.6,42.4,17.9,23.3,7.9,8.5,136250,70.6,307000,1718,0,0
"Red Oak, Texas",Texas,15909,73.6,40.6,12.9,22.4,10.2,13.8,104125,81.9,318200,1527,2,0
"Redwater, Texas",Texas,957,64.4,30.8,13.4,22.4,17.6,15.8,48942,54.9,89700,796,8,4
"Redwood, Texas",Texas,3586,71.8,9.0,24.9,25.2,15.3,25.6,82411,76.0,154900,1042,9,4
"Refugio, Texas",Texas,2729,52.9,26.5,26.7,26.0,11.8,8.9,56193,59.2,85000,748,8,4
"Reklaw, Texas",Texas,336,61.9,48.9,11.7,20.4,12.4,6.6,46250,91.1,159400,1025,5,2
"Rendon, Texas",Texas,15894,60.7,35.6,17.5,22.0,11.8,13.2,107618,81.2,328100,1229,2,0
"Reno city (Lamar County), Texas",Texas,3478,72.5,54.8,8.5,12.4,6.4,17.9,85179,76.4,211100,1116,2,0
"Reno city (Parker and Tarrant Counties), Texas",Texas,3156,63.3,35.1,10.2,28.6,6.8,19.3,92857,82.2,294800,1167,2,0
"Retreat, Texas",Texas,654,75.5,13.7,10.8,27.3,5.2,43.0,86667,95.2,184500,1583,9,0
"Rhome, Texas",Texas,2006,72.3,38.0,11.5,19.6,10.7,20.3,90969,85.2,239100,983,2,0
"Rice, Texas",Texas,1168,74.2,18.0,21.2,17.8,24.2,18.9,64063,79.6,89600,1210,1,4
"Richardson, Texas",Texas,118269,70.8,56.8,11.5,20.2,4.2,7.2,96257,50.8,405600,1825,7,1
"Richland Hills, Texas",Texas,8473,69.4,29.1,17.9,26.1,10.2,16.7,67628,63.3,232800,1327,8,4
"Richland Springs, Texas",Texas,189,20.1,82.4,11.8,2.9,2.9,0.0,24091,77.1,84400,1500,5,2
"Richmond, Texas",Texas,12117,60.5,32.6,26.0,16.7,15.1,9.7,68564,60.1,229800,1248,8,2
"Richwood, Texas",Texas,4766,67.3,43.1,12.2,12.9,20.8,11.0,80250,59.3,230800,1215,7,2
"Riesel, Texas",Texas,1337,72.0,33.1,12.6,26.7,4.2,23.3,108646,74.8,142500,1139,2,0
"Rio Bravo, Texas",Texas,4502,54.9,17.9,27.0,9.9,19.6,25.5,46964,76.4,78200,681,9,4
"Rio Grande City, Texas",Texas,15258,59.3,30.3,26.9,16.5,12.1,14.2,41369,69.5,113400,742,3,4
"Rio Hondo, Texas",Texas,1970,54.6,37.3,21.6,14.4,13.3,13.3,60000,60.6,94700,834,5,2
"Rio Vista, Texas",Texas,1616,75.0,24.5,14.0,25.4,16.4,19.7,70587,66.1,191200,1131,8,0
"Rising Star, Texas",Texas,734,48.5,22.3,36.3,13.6,14.3,13.6,31667,50.6,36500,596,3,4
"River Oaks, Texas",Texas,7516,55.1,25.5,19.9,20.8,14.5,19.3,65582,77.0,202800,1220,4,0
"Riverside, Texas",Texas,915,52.4,53.4,29.1,1.3,6.9,9.4,67917,45.3,192900,991,5,2
"Road Runner, Texas",Texas,781,47.0,0.4,27.2,4.1,65.7,2.6,42500,66.7,151400,929,1,6
"Roanoke, Texas",Texas,9947,76.7,51.1,10.0,24.1,3.4,11.4,100986,55.7,454500,1814,7,1
"Roaring Springs, Texas",Texas,256,40.8,33.7,4.2,13.7,45.3,3.2,36827,65.9,43300,839,1,6
"Robert Lee, Texas",Texas,1033,54.1,14.4,30.5,30.1,15.9,9.1,33413,62.0,59400,506,3,4
"Robinson, Texas",Texas,12668,68.5,28.6,14.8,28.4,12.7,15.5,95579,76.6,269000,1392,2,0
"Robstown, Texas",Texas,10222,54.3,16.2,30.2,21.0,19.5,13.0,39124,69.6,89500,920,3,4
"Roby, Texas",Texas,691,68.1,31.3,17.7,24.2,17.4,9.4,63259,79.4,55000,639,4,4
"Rockdale, Texas",Texas,5455,54.9,17.1,22.4,29.8,25.6,5.0,47550,67.1,164300,1013,4,4
"Rockport, Texas",Texas,10449,50.1,43.5,20.3,19.8,3.7,12.7,63303,70.5,288600,1306,5,4
"Rockwall, Texas",Texas,49605,69.7,50.8,10.6,25.8,5.6,7.2,114926,74.7,382400,1832,0,0
"Rockwell Place, Texas",Texas,1694,59.0,24.0,25.3,15.9,9.5,25.3,57396,93.6,97600,962,9,4
"Rogers, Texas",Texas,1450,59.9,26.3,25.8,27.8,11.4,8.7,70800,71.2,84600,829,4,4
"Rollingwood, Texas",Texas,1371,60.7,83.8,5.1,7.8,0.8,2.5,236964,90.4,1872000,3501,6,7
"Roma, Texas",Texas,11543,53.3,20.8,30.1,17.1,14.1,17.9,27741,60.9,87700,552,3,4
"Roman Forest, Texas",Texas,2832,65.3,35.3,8.1,23.8,12.4,20.5,120313,85.9,288400,1899,2,0
"Ropesville, Texas",Texas,513,75.2,29.8,11.0,22.0,5.3,31.9,65938,73.7,73900,800,9,0
"Roscoe, Texas",Texas,1347,59.3,25.0,21.9,12.3,27.9,12.9,52935,84.4,80700,1042,1,4
"Rosebud, Texas",Texas,1077,39.0,15.6,35.0,8.4,7.8,33.2,26797,74.3,83000,593,3,5
"Rosenberg, Texas",Texas,39467,66.4,32.7,20.2,18.5,12.0,16.6,64897,51.3,218600,1337,8,4
"Rosita, Texas",Texas,3023,67.1,12.2,32.2,10.1,20.7,24.9,64654,75.7,115200,575,3,4
"Rosser, Texas",Texas,388,65.9,51.7,3.9,18.3,7.8,18.3,91875,79.2,268500,595,5,0
"Rotan, Texas",Texas,1232,61.4,28.9,6.6,21.3,28.7,14.6,51307,73.8,54300,622,1,0
"Round Rock, Texas",Texas,124288,72.1,46.8,14.0,23.7,5.4,10.2,97187,56.2,383700,1713,7,1
"Round Top, Texas",Texas,113,56.6,60.0,18.3,8.3,11.7,1.7,150625,84.9,794600,1458,0,3
"Rowlett, Texas",Texas,64139,71.6,47.8,11.5,21.2,8.7,10.8,113600,75.9,342400,1964,0,0
"Royse City, Texas",Texas,17357,72.8,38.9,14.0,20.6,11.2,15.3,116424,86.0,288400,2108,0,0
"Rule, Texas",Texas,738,47.0,15.5,25.2,28.4,22.7,8.3,31875,80.6,57500,1009,4,4
"Runaway Bay, Texas",Texas,1522,57.4,38.7,15.3,20.4,6.3,19.3,83333,82.1,274700,1172,2,0
"Runge, Texas",Texas,1196,54.8,23.9,39.0,13.1,8.5,15.5,35313,45.2,57200,322,3,4
"Rusk, Texas",Texas,5332,25.0,36.7,21.4,13.1,9.1,19.7,60119,61.9,153500,876,5,2
"Sabinal, Texas",Texas,739,58.4,19.8,39.9,13.1,21.2,5.9,32800,74.3,82300,581,3,4
"Sachse, Texas",Texas,29075,72.3,53.5,14.5,19.1,4.0,8.9,130839,87.0,366100,1807,0,0
"Sadler, Texas",Texas,221,43.4,35.5,10.5,28.9,7.9,17.1,39063,62.6,108300,953,4,2
"Saginaw, Texas",Texas,24467,69.8,34.2,15.9,26.5,8.4,15.0,98003,71.1,270300,1700,2,0
"St. Hedwig, Texas",Texas,2839,59.2,50.4,14.8,17.4,6.8,10.7,117617,94.8,290800,2425,0,3
"St. Jo, Texas",Texas,876,63.8,31.1,12.5,28.2,10.3,17.9,68750,69.3,146900,483,4,0
"St. Paul, Texas",Texas,982,63.5,53.6,11.2,17.8,8.4,9.0,124500,94.8,475400,2639,0,3
"Salado, Texas",Texas,2292,57.9,56.8,10.3,18.0,6.6,8.3,103500,88.5,395400,1181,0,2
"Salida del Sol Estates, Texas",Texas,6356,45.2,8.6,24.4,18.8,20.3,27.8,29631,77.3,89600,821,9,4
"Sam Rayburn, Texas",Texas,1163,52.3,46.5,17.4,22.7,13.4,0.0,80500,82.8,232000,876,5,0
"San Angelo, Texas",Texas,99507,65.0,34.3,19.0,23.2,10.6,12.8,64146,63.3,179300,1121,8,4
"San Antonio, Texas",Texas,1458954,65.8,36.0,19.6,22.8,10.1,11.5,62917,52.4,219700,1258,7,8
"San Augustine, Texas",Texas,2139,40.5,14.2,45.1,13.4,8.4,18.9,32140,52.7,70600,808,3,4
"San Benito, Texas",Texas,24677,51.6,28.6,22.6,20.2,15.3,13.3,41445,68.3,85100,885,8,4
